,0
2228,proxy
2229,psychological
2230,pt
2231,public
2232,publically
2233,publications
2234,published
2235,punished
2236,punishing
2237,punishment
2238,pursue
2239,pursuing
2240,push
2241,pushed
2242,putin
2243,qaddafi
2244,qaeda
2245,qatar
2246,qualifies
2247,quang
2248,quebec
2249,quell
2250,question
2251,questions
2252,quickly
2253,quiet
2254,quotes
2255,race
2256,racial
2257,racism
2258,racist
2259,radio
2260,radovan
2261,raged
2262,rages
2263,raging
2264,raided
2265,raids
2266,raila
2267,rainfall
2268,rains
2269,raises
2270,raising
2271,rakhine
2272,rallies
2273,rally
2274,randolph
2275,random
2276,range
2277,rangers
2278,ranging
2279,ranked
2280,rapidly
2281,rate
2282,rates
2283,ravaged
2284,ray
2285,reached
2286,reaction
2287,read
2288,ready
2289,real
2290,reason
2291,reasons
2292,rebellion
2293,rebellious
2294,rebels
2295,rebuild
2296,received
2297,recession
2298,recognized
2299,reconciliation
2300,reconstruction
2301,record
2302,recruit
2303,recruited
2304,recruitment
2305,recurrent
2306,red
2307,redirected
2308,reduce
2309,reelected
2310,reeves
2311,reference
2312,references
2313,referendum
2314,referring
2315,reflected
2316,reflecting
2317,reflections
2318,reforms
2319,refuge
2320,refugee
2321,refugees
2322,refusal
2323,refuse
2324,refused
2325,refusing
2326,regarded
2327,regime
2328,regimes
2329,region
2330,regular
2331,regulate
2332,regulation
2333,reignited
2334,rein
2335,reinforced
2336,reject
2337,rejected
2338,relations
2339,relationships
2340,release
2341,released
2342,relentless
2343,relief
2344,religious
2345,reluctant
2346,rely
2347,remain
2348,remembered
2349,reminded
2350,reminder
2351,remote
2352,removal
2353,remove
2354,renewed
2355,renounce
2356,rep
2357,reparations
2358,repatriation
2359,repeatedly
2360,repeating
2361,repels
2362,report
2363,reportedly
2364,reporting
2365,represented
2366,repressed
2367,repression
2368,reprisals
2369,reproductive
2370,republic
2371,republican
2372,republicans
2373,requested
2374,requesting
2375,requests
2376,requirement
2377,requires
2378,requiring
2379,rerun
2380,rescue
2381,research
2382,researcher
2383,researchers
2384,resentment
2385,resettle
2386,resettlement
2387,residents
2388,resign
2389,resigned
2390,resiliency
2391,resilient
2392,resistance
2393,resolution
2394,resolutions
2395,resolve
2396,resort
2397,resources
2398,respected
2399,respond
2400,responders
2401,response
2402,restore
2403,restored
2404,restraining
2405,restraint
2406,restrictions
2407,result
2408,resume
2409,resumption
2410,retains
2411,retaliation
2412,retaliations
2413,retaliatory
2414,retired
2415,return
2416,reuters
2417,revealed
2418,revenge
2419,revenue
2420,reverse
2421,reversed
2422,review
2423,reviewed
2424,reviewing
2425,revised
2426,revolutionary
2427,rhetoric
2428,rica
2429,rice
2430,richard
2431,riek
2432,rift
2433,rights
2434,rioting
2435,ripe
2436,rise
2437,risen
2438,risk
2439,risks
2440,rival
2441,rivalries
2442,rivals
2443,riven
2444,road
2445,roam
2446,robbery
2447,robert
2448,robin
2449,rocked
2450,rocket
2451,rohingya
2452,roiled
2453,role
2454,roma
2455,rome
2456,ronan
2457,rooted
2458,rotation
2459,rounds
2460,route
2461,rsf
2462,rubaya
2463,rules
2464,rumors
2465,runners
2466,running
2467,runoff
2468,russia
2469,russian
2470,russians
2471,ruthless
2472,ruto
2473,rwanda
2474,rwandan
2475,saa
2476,sadness
2477,safaricom
2478,safe
2479,safeguard
2480,safety
2481,sahel
2482,saint
2483,sakharov
2484,sales
2485,salva
2486,salvador
2487,samantha
2488,samuel
2489,san
2490,sanctions
2491,sanders
2492,sarah
2493,sartorialist
2494,sassou
2495,sat
2496,satellite
2497,satisfies
2498,saturday
2499,saudi
2500,save
2501,sawyer
2502,scarcity
2503,scared
2504,scarred
2505,scene
2506,scenes
2507,scholars
2508,school
2509,schools
2510,science
2511,scientific
2512,scientist
2513,scientists
2514,scores
2515,scotland
2516,scott
2517,scouts
2518,screen
2519,sea
2520,search
2521,searches
2522,season
2523,sec
2524,secede
2525,secession
2526,secret
2527,secretary
2528,secretly
2529,sect
2530,sectarian
2531,sector
2532,security
2533,seeking
2534,seeks
2535,seemingly
2536,seize
2537,seleka
2538,selling
2539,sells
2540,sen
2541,senate
2542,sending
2543,senegal
2544,senior
2545,sense
2546,senseless
2547,sensitization
2548,sentence
2549,sentences
2550,sentry
2551,separating
2552,separation
2553,separatist
2554,separatists
2555,sept
2556,september
2557,serb
2558,series
2559,serious
2560,served
2561,service
2562,session
2563,sessions
2564,set
2565,setback
2566,settings
2567,settlements
2568,severe
2569,severely
2570,sex
2571,sexual
2572,sexualized
2573,shabaab
2574,shabab
2575,shacks
2576,shadow
2577,shake
2578,shaky
2579,shalgam
2580,share
2581,sharp
2582,shattered
2583,shed
2584,sheikh
2585,sheldrick
2586,shelling
2587,sherrod
2588,shield
2589,shift
2590,shifting
2591,shiite
2592,ship
2593,ships
2594,shock
2595,shocked
2596,shocking
2597,shooting
2598,shootings
2599,shops
2600,short
2601,shortages
2602,shot
2603,shower
2604,shrines
2605,shut
2606,sickness
2607,siddharth
2608,sierra
2609,sifton
2610,signaled
2611,significantly
2612,signs
2613,simmering
2614,simple
2615,simultaneously
2616,single
2617,sinjar
2618,sites
2619,sits
2620,situation
2621,sixth
2622,skeletons
2623,skirmishes
2624,skull
2625,slaughter
2626,slaughtered
2627,slavery
2628,sleeping
2629,slogan
2630,slow
2631,slum
2632,small
2633,smelter
2634,smith
2635,smolders
2636,smuggling
2637,snyder
2638,so
2639,soccer
2640,social
2641,socialist
2642,society
2643,softening
2644,software
2645,soldiers
2646,solidarity
2647,solidified
2648,solutions
2649,solve
2650,somali
2651,somalia
2652,son
2653,song
2654,sons
2655,sources
2656,sourcing
2657,south
2658,southeast
2659,southeastern
2660,southern
2661,southwest
2662,soviet
2663,sow
2664,sp
2665,space
2666,spain
2667,span
2668,spanish
2669,spared
2670,spark
2671,sparked
2672,sparking
2673,speak
2674,speaking
2675,speaks
2676,special
2677,speech
2678,spend
2679,spent
2680,spielberg
2681,spies
2682,spike
2683,spill
2684,spilling
2685,spillover
2686,spills
2687,spiral
2688,spiralling
2689,spitzer
2690,split
2691,spokesman
2692,spokesperson
2693,sponsors
2694,sponsorship
2695,spontaneous
2696,sport
2697,spotlight
2698,sprawling
2699,spread
2700,spreading
2701,spring
2702,spurred
2703,sri
2704,stability
2705,stadiums
2706,staff
2707,stage
2708,stain
2709,stake
2710,stakes
2711,stalemate
2712,stance
2713,stand
2714,standard
2715,standards
2716,standoff
2717,stands
2718,stanmeyer
2719,star
2720,start
2721,started
2722,starvation
2723,statement
2724,statesmen
2725,station
2726,stationed
2727,status
2728,stave
2729,stay
2730,stemming
2731,step
2732,stephane
2733,stepped
2734,stigma
2735,stigmatized
2736,stoked
2737,stoking
2738,stopping
2739,stops
2740,stores
2741,story
2742,strategist
2743,streaming
2744,street
2745,strength
2746,strengthen
2747,strengthening
2748,strengthens
2749,stress
2750,strike
2751,strikes
2752,strong
2753,stronghold
2754,struggle
2755,struggled
2756,students
2757,studies
2758,study
2759,subgroup
2760,subsidies
2761,substance
2762,suburbs
2763,succeed
2764,success
2765,successful
2766,successor
2767,sucked
2768,sudan
2769,sudanese
2770,suffered
2771,sufi
2772,suggested
2773,suggesting
2774,suggests
2775,suicide
2776,summer
2777,summit
2778,summoned
2779,sunday
2780,sunni
2781,sunny
2782,supplemented
2783,supplier
2784,supply
2785,support
2786,supporters
2787,supposed
2788,suppression
2789,supremacist
2790,supremacists
2791,supremacy
2792,supreme
2793,surge
2794,surged
2795,surges
2796,surpassed
2797,surprise
2798,surrendered
2799,surrounding
2800,survived
2801,survivor
2802,survivors
2803,susan
2804,susie
2805,suspected
2806,suspects
2807,suspended
2808,suspension
2809,sustainable
2810,sustained
2811,swallowing
2812,swath
2813,sweeping
2814,swiftly
2815,swimmers
2816,symbolic
2817,syria
2818,syrian
2819,system
2820,systematic
2821,systemic
2822,table
2823,tackle
2824,tackling
2825,tactic
2826,tactics
2827,tajikistan
2828,takes
2829,taliban
2830,talk
2831,talks
2832,tally
2833,tana
2834,tank
2835,tanker
2836,tanks
2837,tantalum
2838,tanzania
2839,tape
2840,taps
2841,target
2842,targeted
2843,targets
2844,tarnished
2845,tarpaulins
2846,tatters
2847,tavares
2848,tawiri
2849,tax
2850,taxi
2851,taylor
2852,tcc
2853,tea
2854,team
2855,teamed
2856,tear
2857,technologies
2858,technology
2859,teen
2860,teenage
2861,teenagers
2862,teetered
2863,television
2864,televisions
2865,tells
2866,temperature
2867,template
2868,tenor
2869,tens
2870,tense
2871,tensions
2872,tenure
2873,termination
2874,terms
2875,terrible
2876,territories
2877,territory
2878,terrorist
2879,terrorists
2880,test
2881,testament
2882,testing
2883,texas
2884,text
2885,thanks
2886,tharu
2887,theatres
2888,theft
2889,themes
2890,therapies
2891,thibaud
2892,thief
2893,thierry
2894,think
2895,thirst
2896,thomas
2897,thomson
2898,thornier
2899,thought
2900,thousands
2901,threat
2902,threaten
2903,threatened
2904,threatens
2905,threats
2906,thrive
2907,thrives
2908,throats
2909,throne
2910,thugs
2911,thursday
2912,tiangaye
2913,ticks
2914,ties
2915,tigray
2916,tim
2917,time
2918,timing
2919,tin
2920,title
2921,tiv
2922,told
2923,tolerance
2924,tolerate
2925,toll
2926,tongues
2927,topic
2928,topics
2929,toppled
2930,torrent
2931,torture
2932,total
2933,totally
2934,touched
2935,touches
2936,tourism
2937,tourists
2938,touted
2939,town
2940,toxic
2941,traces
2942,tracing
2943,track
2944,tracked
2945,tracker
2946,tracking
2947,tracks
2948,trade
2949,traditional
2950,trafficked
2951,trafficking
2952,tragedies
2953,tragic
2954,tragically
2955,training
2956,trains
2957,trait
2958,transactions
2959,transform
2960,transformed
2961,transit
2962,transitional
2963,transmitted
2964,transnational
2965,transparent
2966,transport
2967,trapped
2968,trappings
2969,trauma
2970,travel
2971,traveling
2972,treasury
2973,treated
2974,treating
2975,treatment
2976,treaty
2977,tree
2978,trenches
2979,trend
2980,trial
2981,tribal
2982,tribe
2983,tribes
2984,tribeswomen
2985,tribunal
2986,tribute
2987,triggered
2988,triggering
2989,trillion
2990,trillions
2991,trip
2992,triumphant
2993,troops
2994,trouble
2995,troubled
2996,truce
2997,truckload
2998,trump
2999,trust
3000,trusteeships
3001,truth
3002,trypanosomiasis
3003,tshisekedi
3004,tso
3005,tuesday
3006,tungsten
3007,tunisia
3008,tunnel
3009,turkey
3010,turkish
3011,turmoil
3012,turnbull
3013,turned
3014,tutsi
3015,tutsis
3016,tv
3017,tweeted
3018,tweetstorm
3019,twin
3020,twist
3021,twitter
3022,type
3023,typhoon
3024,typically
3025,uae
3026,ueles
3027,ufr
3028,uganda
3029,ugandan
3030,ugarte
3031,uhuru
3032,uk
3033,ukraine
3034,ukrainian
3035,ulfelder
3036,ultimately
3037,umbrella
3038,un
3039,unabated
3040,unacceptable
3041,unama
3042,unamid
3043,unanimously
3044,unarmed
3045,uncertainty
3046,unchanged
3047,uncompromising
3048,unconfirmed
3049,unconnected
3050,unconventional
3051,uncover
3052,uncritical
3053,undecided
3054,undercut
3055,underestimated
3056,underfunded
3057,underlined
3058,undermine
3059,undermined
3060,undermines
3061,underscore
3062,underscores
3063,undersecretary
3064,understand
3065,understandably
3066,understands
3067,understatement
3068,undertaking
3069,underway
3070,undo
3071,undone
3072,undp
3073,unearthed
3074,unemployment
3075,unequal
3076,unequivocal
3077,unexploited
3078,unfettered
3079,unfolded
3080,unfpa
3081,ungoverned
3082,unhcr
3083,unheeded
3084,unicef
3085,unified
3086,uniforms
3087,unimaginable
3088,unintended
3089,union
3090,unison
3091,united
3092,university
3093,unknowns
3094,unlawful
3095,unlawfully
3096,unleash
3097,unleashed
3098,unleashing
3099,unlikely
3100,unlocked
3101,unmiss
3102,unnecessary
3103,unofficially
3104,unpopular
3105,unprecedented
3106,unprotected
3107,unpunished
3108,unravel
3109,unraveled
3110,unraveling
3111,unrealistic
3112,unreasonable
3113,unrecognized
3114,unregulated
3115,unrelenting
3116,unreported
3117,unresolved
3118,unrest
3119,unseen
3120,unspeakable
3121,unspoken
3122,unstable
3123,unsure
3124,untenable
3125,untold
3126,untouched
3127,unusual
3128,unverified
3129,unwilling
3130,unwinnable
3131,upc
3132,upcoming
3133,updated
3134,upending
3135,uprising
3136,uprisings
3137,uprooted
3138,upsurge
3139,uptick
3140,upticks
3141,uranium
3142,urban
3143,urbanisation
3144,urethral
3145,urged
3146,urgency
3147,urgently
3148,urges
3149,urging
3150,usa
3151,usaid
3152,uscirf
3153,users
3154,usher
3155,ushering
3156,usip
3157,utilized
3158,uwiringiyimana
3159,va
3160,vaccination
3161,vaccine
3162,vacuum
3163,vagina
3164,vain
3165,valentines
3166,valentino
3167,valerie
3168,validation
3169,values
3170,van
3171,vanished
3172,vantage
3173,variant
3174,varieties
3175,vatican
3176,veers
3177,vegas
3178,vegetables
3179,vehemently
3180,vehicle
3181,venezuela
3182,vengeance
3183,vengeful
3184,ventured
3185,verdict
3186,verdicts
3187,verge
3188,verified
3189,version
3190,versions
3191,vested
3192,vestiges
3193,veterans
3194,veterinarians
3195,veto
3196,vetoed
3197,viability
3198,vibrant
3199,vice
3200,vicente
3201,vicious
3202,victims
3203,victoria
3204,victors
3205,victory
3206,video
3207,vied
3208,vietcong
3209,vietnam
3210,vietnamese
3211,view
3212,viewer
3213,vigilante
3214,vigorously
3215,vii
3216,viktor
3217,vile
3218,village
3219,villagers
3220,villages
3221,violating
3222,violations
3223,viral
3224,vircoulon
3225,virgin
3226,virginia
3227,virtually
3228,virtues
3229,virtuous
3230,virunga
3231,virus
3232,viscous
3233,visibly
3234,vision
3235,visions
3236,visit
3237,visits
3238,vista
3239,vitaly
3240,vitter
3241,voa
3242,vocal
3243,voiced
3244,voices
3245,volatile
3246,volcanic
3247,volkswagen
3248,voll
3249,voluntarily
3250,volunteer
3251,volunteering
3252,von
3253,vote
3254,voter
3255,voters
3256,voting
3257,vouchers
3258,vowed
3259,vows
3260,vox
3261,voyages
3262,voyemade
3263,vs
3264,vulnerable
3265,waayaha
3266,wad
3267,waged
3268,waging
3269,wagner
3270,wahid
3271,wahiye
3272,wait
3273,walikale
3274,walk
3275,walker
3276,walks
3277,wall
3278,wallstrom
3279,wambach
3280,wanders
3281,wane
3282,wanes
3283,wang
3284,waning
3285,ward
3286,wares
3287,warfare
3288,warlord
3289,warlords
3290,warm
3291,warming
3292,warn
3293,warned
3294,warner
3295,warning
3296,warnings
3297,warnock
3298,warps
3299,warrant
3300,warren
3301,warriors
3302,wars
3303,warsaw
3304,wartime
3305,wary
3306,washington
3307,waste
3308,watchdog
3309,watching
3310,water
3311,wathi
3312,watkins
3313,watts
3314,wave
3315,weaken
3316,wealth
3317,wealthiest
3318,wealthy
3319,weaning
3320,weaponry
3321,weapons
3322,weary
3323,weathers
3324,weaves
3325,website
3326,wedged
3327,wednesday
3328,weed
3329,week
3330,weekend
3331,weeklong
3332,weigh
3333,weighed
3334,weighing
3335,weiner
3336,weiss
3337,welcome
3338,welcomed
3339,welcomes
3340,wen
3341,west
3342,western
3343,westgate
3344,westwards
3345,weyne
3346,wfp
3347,wheelchair
3348,whip
3349,whirlwind
3350,whistleblower
3351,white
3352,whites
3353,whitewashed
3354,whooooo
3355,wide
3356,widening
3357,wider
3358,widespread
3359,wielding
3360,wields
3361,wild
3362,wildfires
3363,wilfully
3364,william
3365,williams
3366,willie
3367,willingly
3368,willingness
3369,wilson
3370,winnefeld
3371,winner
3372,winners
3373,winning
3374,wins
3375,winston
3376,winwright
3377,wipe
3378,wisconsin
3379,wish
3380,wishing
3381,witch
3382,witchcraft
3383,withdraw
3384,withdrawal
3385,withdrawn
3386,withdrew
3387,witnessed
3388,witnesses
3389,witney
3390,wolf
3391,woman
3392,women
3393,won
3394,wonder
3395,wonders
3396,wont
3397,woog
3398,words
3399,work
3400,workers
3401,workings
3402,workshops
3403,world
3404,worldwide
3405,worry
3406,worrying
3407,worsened
3408,worsening
3409,worsens
3410,worst
3411,wounded
3412,wounding
3413,wrack
3414,wracked
3415,wrangham
3416,wrap
3417,wrath
3418,wreak
3419,wrecked
3420,wrested
3421,wrestle
3422,wrestling
3423,wright
3424,wringing
3425,wrists
3426,writer
3427,writes
3428,writing
3429,written
3430,wrong
3431,wrongly
3432,wrote
3433,wrought
3434,wuyi
3435,xamar
3436,xenophobia
3437,xenophobic
3438,xv
3439,yabi
3440,yahoo
3441,yale
3442,yamagata
3443,yanukovych
3444,yasin
3445,yateras
3446,yaw
3447,yazidi
3448,yazidis
3449,yearbook
3450,yearning
3451,yekatom
3452,yemen
3453,yemenis
3454,yeshiva
3455,yida
3456,yielded
3457,yolande
3458,yom
3459,york
3460,young
3461,yousafzai
3462,yousef
3463,youth
3464,youths
3465,yoweri
3466,yugoslavia
3467,yummy
3468,yves
3469,zachary
3470,zaghawa
3471,zahir
3472,zainelabdin
3473,zaire
3474,zakaria
3475,zalingei
3476,zambia
3477,zamzam
3478,zar
3479,zarabozo
3480,zealand
3481,zeid
3482,zerrougui
3483,ziemer
3484,zimbabwe
3485,zinni
3486,zolotarev
3487,zone
3488,zones
3489,zuber
3490,zuma
3491,zwelithini
